name,radius,period,duration,source
TOI-8803882.0,2.57,89.465468,9.88,TESS
TOI-9893318.0,2.39,18.0161227,4.016,TESS
TOI-6864885.0,29.55,40.8777605,9.745,TESS
TOI-5097868.0,2.6,6.80243431,3.817,TESS
TOI-8570333.0,2.59,84.5733346,5.762,TESS
TOI-5036705.0,1.93,4.14789051,3.829,TESS
TOI-9574158.0,3.14,15.92108138,1.5443,TESS
TOI-9653622.0,28.47,19.0054098,1.843,TESS
TOI-4391348.0,1.33,1.96433113,2.381,TESS
TOI-7294743.0,1.43,2.81043228,3.874,TESS
TOI-8947520.0,1.21,0.968527683,1.3672,TESS
TOI-10468885.0,1.19,0.664074145,1.0925,TESS
TOI-12016267.0,1.01,11.7489907,4.043,TESS
TOI-6765135.0,2.87,175.603366,9.543,TESS
TOI-3861595.0,12.94,3.849371737,2.632,TESS
TOI-5725087.0,51.34,0.366197145,1.2335,TESS
TOI-10489206.0,2.54,4.164384505,1.8464,TESS
TOI-3426367.0,0.79,2.10433534,1.1168,TESS
TOI-5562090.0,2.66,28.8431751,3.171,TESS
TOI-11548140.0,6.51,1.378649746,1.2232,TESS
TOI-12110786.0,0.73,1.112207126,1.35,TESS
TOI-5342061.0,3.47,64.034363,9.174,TESS
TOI-3654095.0,1.51,1.303576682,1.021,TESS
TOI-5078939.0,1.8,1.958577398,2.388,TESS
TOI-6867555.0,1.92,5.19103699,4.222,TESS
TOI-5339567.0,1.32,4.86638504,2.296,TESS
TOI-4459924.0,0.81,4.79176993,4.52,TESS
TOI-11080405.0,1.95,25.1933989,4.62,TESS
TOI-5529738.0,24.2,0.759762021,4.912,TESS
TOI-4047631.0,2.25,4.790912471,0.5134,TESS
TOI-10059645.0,1.75,6.49441464,2.344,TESS
TOI-7183745.0,2.64,28.4750006,4.718,TESS
TOI-8212002.0,0.98,14.7966306,5.613,TESS
TOI-8004903.0,2.42,11.25401871,4.759,TESS
TOI-8883329.0,1.24,9.18244299,4.318,TESS
TOI-3644653.0,30.39,119.682075,31.28,TESS
TOI-5514383.0,2.63,6.88341278,2.0674,TESS
TOI-10747445.0,44.14,4.593595496,2.7468,TESS
TOI-8022489.0,9.52,197.5111484,11.106,TESS
TOI-9209624.0,1.01,6.79164656,3.343,TESS
TOI-3354846.0,2.53,18.5525162,4.385,TESS
TOI-6516185.0,11.97,47.3659328,7.929,TESS
TOI-3946023.0,0.83,1.045492348,2.933,TESS
TOI-9177629.0,1.25,5.60402307,1.0273,TESS
TOI-7778767.0,2.88,13.0313583,4.521,TESS
TOI-7515762.0,2.41,40.9905002,7.336,TESS
TOI-5942949.0,1.95,57.2932309,4.878,TESS
TOI-12120307.0,1.52,8.00504749,3.32,TESS
TOI-7446631.0,1.35,29.2254372,5.293,TESS
TOI-9777251.0,1.19,1.33255087,3.565,TESS
TOI-6864893.0,1.62,40.8792243,7.005,TESS
TOI-11701407.0,2.34,18.8262877,2.344,TESS
TOI-5906426.0,1.55,13.9034057,3.408,TESS
TOI-10813132.0,1.19,4.76702759,2.013,TESS
TOI-5857540.0,3.28,13.62801048,3.5374,TESS
TOI-12208631.0,3.41,53.3580444,6.812,TESS
TOI-7289317.0,1.86,16.83203175,4.031,TESS
TOI-6500206.0,2.01,13.37499553,1.639,TESS
TOI-5545815.0,1.33,4.35370136,1.913,TESS
TOI-3116302.0,0.87,134.96694,18.43,TESS
TOI-7879433.0,0.55,1.385787741,1.6449,TESS
TOI-9205907.0,3.28,12.02295362,1.2667,TESS
TOI-8463346.0,2.75,16.79716262,3.83,TESS
TOI-7531677.0,1.64,2.622134451,4.735,TESS
TOI-10068659.0,1.58,11.47685263,2.756,TESS
TOI-2443393.0,1.77,73.711039,10.062,TESS
TOI-9019191.0,16.25,14.43348326,2.663,TESS
TOI-9718379.0,20.75,40.0088894,3.616,TESS
TOI-3002478.0,1.59,6.35705314,1.324,TESS
TOI-4055774.0,1.35,6.58738839,4.758,TESS
TOI-6670075.0,1.38,0.759706632,1.0896,TESS
TOI-9395024.0,1.56,4.37033233,2.845,TESS
TOI-8631751.0,0.84,1.530515205,0.5945,TESS
TOI-11401822.0,1.04,1.08070294,3.363,TESS
TOI-6507427.0,1.77,4.74254518,1.023,TESS
TOI-5521300.0,24.49,18.13559979,2.019,TESS
TOI-9753154.0,1.45,3.70429015,3.37,TESS
TOI-9011825.0,2.5,37.3331165,7.643,TESS
TOI-4172746.0,1.96,17.6997392,2.76,TESS
TOI-5174858.0,2.27,7.9709719,1.2893,TESS
TOI-11074835.0,3.34,6.03355539,10.049,TESS
TOI-1996180.0,1.62,3.02558494,3.0008,TESS
TOI-10407221.0,1.3,0.933746783,4.255,TESS
TOI-5991936.0,45.49,6.09740316,4.635,TESS
TOI-5095635.0,2.07,0.754457729,0.5891,TESS
TOI-6269070.0,1.84,2.7612237,3.681,TESS
TOI-6705137.0,1.26,5.59727625,1.659,TESS
TOI-12254688.0,39.8,62.6825769,2.327,TESS
TOI-8345172.0,2.74,50.5715805,3.726,TESS
TOI-4172013.0,28.42,16.2707207,5.707,TESS
TOI-12254378.0,1.87,2.032319072,1.6762,TESS
TOI-4247791.0,82.46,4.100870416,8.15361,TESS
TOI-7604328.0,1.63,4.35407371,2.427,TESS
TOI-11236244.0,1.51,11.32269749,3.517,TESS
TOI-9837685.0,2.47,13.71218522,2.437,TESS
TOI-5042210.0,1.75,12.14684625,6.197,TESS
TOI-12454461.0,1.04,7.46718958,3.633,TESS
TOI-9635606.0,2.96,48.8882668,6.468,TESS
TOI-3728701.0,2.43,51.1319346,6.019,TESS
TOI-10861715.0,2.01,133.516435,2.196,TESS
TOI-1849702.0,1.46,39.8312536,2.442,TESS
TOI-9390653.0,1.57,9.549277089,1.5832,TESS
TOI-2305866.0,2.74,24.1073172,10.465,TESS
TOI-11187837.0,2.64,17.60461401,3.716,TESS
TOI-8885673.0,1.62,1.228721184,1.041,TESS
TOI-9712350.0,2.41,51.5738653,2.784,TESS
TOI-8025596.0,1.49,4.69505576,3.058,TESS
TOI-5956787.0,1.8,0.569115976,2.028,TESS
TOI-3642741.0,5.53,7.258450123,5.7297,TESS
TOI-12071037.0,0.99,6.0959841,10.39,TESS
TOI-8494617.0,1.33,22.9221181,8.2,TESS
TOI-10289119.0,3.21,16.10474503,5.712,TESS
TOI-7382313.0,1.4,7.42697378,3.206,TESS
TOI-9887224.0,0.72,0.874629873,1.782,TESS
TOI-7542369.0,1.25,5.46091846,1.781,TESS
TOI-8544992.0,0.88,3.17323012,1.9094,TESS
TOI-11295426.0,2.21,5.398752862,3.4303,TESS
TOI-7289162.0,1.07,5.26648126,1.964,TESS
TOI-3001885.0,1.57,2.67596808,2.021,TESS
TOI-12306058.0,3.36,7.41683033,7.274,TESS
TOI-6183511.0,0.67,0.727331746,0.8323,TESS
TOI-12469800.0,1.37,1.302017467,1.3692,TESS
TOI-4915638.0,1.43,8.63050092,3.144,TESS
TOI-6351097.0,1.36,12.49117388,2.848,TESS
TOI-8081905.0,1.71,3.27645723,2.219,TESS
TOI-11465950.0,2.27,16.0573291,3.546,TESS
TOI-9996632.0,1.97,8.44326557,3.353,TESS
TOI-4665571.0,1.32,4.60300256,2.6848,TESS
TOI-4829935.0,2.46,16.9329284,1.218,TESS
TOI-9269042.0,1.47,12.00089667,3.266,TESS
TOI-6199056.0,91.91,1.169010526,1.1717,TESS
TOI-11461433.0,0.89,1.916940872,1.4243,TESS
TOI-11818607.0,1.15,5.05661302,3.926,TESS
TOI-8380709.0,1.74,24.3344939,6.557,TESS
TOI-6149910.0,2.34,131.187921,6.905,TESS
TOI-9108085.0,1.08,2.17489806,4.599,TESS
TOI-5436013.0,1.66,25.8859397,4.548,TESS
TOI-8676148.0,2.38,28.6253502,4.551,TESS
TOI-9696358.0,1.42,6.98141327,6.527,TESS
TOI-5039129.0,1.13,1.319677953,1.978,TESS
TOI-4484336.0,1.48,8.94337724,2.469,TESS
TOI-9580167.0,19.1,0.827151296,1.385,TESS
TOI-10527135.0,1.11,0.328686504,0.8592,TESS
TOI-10916600.0,0.92,5.57654782,3.673,TESS
TOI-8429314.0,3.52,115.6863392,4.65,TESS
TOI-9153570.0,1.37,3.81371423,1.973,TESS
TOI-11768142.0,1.58,38.0970717,4.307,TESS
TOI-7984574.0,2.21,11.6191707,1.819,TESS
TOI-9592579.0,9.16,2.637574744,5.4573,TESS
TOI-10336951.0,1.51,38.2292037,3.893,TESS
TOI-8481129.0,1.54,16.3012727,3.974,TESS
TOI-2142522.0,1.32,13.32354078,3.873,TESS
TOI-9395719.0,2.07,2.607545159,1.3916,TESS
TOI-8753896.0,1.84,3.24417541,1.992,TESS
TOI-8240617.0,42.05,176.845697,3.812,TESS
TOI-8746295.0,1.27,6.85567248,2.268,TESS
TOI-10090257.0,1.01,2.28607282,7.82,TESS
TOI-10679583.0,0.99,3.54789928,2.861,TESS
TOI-11622985.0,1.98,18.0243482,3.575,TESS
TOI-11361283.0,1.53,16.4793229,3.312,TESS
TOI-8757824.0,1.32,3.65690909,2.064,TESS
TOI-9832208.0,2.4,88.0712769,6.758,TESS
TOI-6124512.0,3.24,8.38395796,5.2,TESS
TOI-10070468.0,1.27,1.68189051,2.992,TESS
TOI-10031656.0,1.82,8.59000355,6.68,TESS
TOI-7584650.0,1.59,44.9977604,9.686,TESS
TOI-11337566.0,1.36,7.12815163,5.522,TESS
TOI-6364215.0,1.65,2.10081629,2.8182,TESS
TOI-10202759.0,25.5,0.872952088,1.4499,TESS
TOI-5007345.0,3.76,7.01074295,2.1787,TESS
TOI-12120484.0,2.13,17.2922631,7.042,TESS
TOI-6429812.0,2.11,94.289223,4.102,TESS
TOI-6846911.0,2.66,14.02634692,1.2808,TESS
TOI-5385439.0,2.12,12.425866431,29.1428,TESS
TOI-5963582.0,2.11,25.5433704,8.567,TESS
TOI-4476423.0,15.96,33.8542586,12.689,TESS
TOI-11403389.0,2.44,45.0909201,4.605,TESS
TOI-9851662.0,1.44,15.0539886,4.422,TESS
TOI-6467363.0,0.92,3.67936863,3.47,TESS
TOI-8758204.0,2.73,159.388788,8.432,TESS
TOI-8733898.0,1.73,1.565412613,0.7572,TESS
TOI-3228945.0,1.37,0.730943372,3.004,TESS
TOI-7008149.0,13.96,0.515552803,1.7869,TESS
TOI-10332213.0,25.82,2.522590567,1.406,TESS
TOI-7090524.0,1.48,6.73968289,4.183,TESS
TOI-11133306.0,2.4,41.74598855,4.6125,TESS
TOI-6307063.0,3.82,75.378004,6.744,TESS
TOI-5871985.0,2.72,213.258526,7.768,TESS
TOI-8292840.0,2.51,100.2830675,10.8636,TESS
TOI-9730163.0,1.56,4.871223664,1.5916,TESS
TOI-11453592.0,1.24,2.8867624,0.9879,TESS
TOI-3834322.0,1.08,0.498434645,0.955,TESS
TOI-10073672.0,1.19,2.252976718,1.7131,TESS
TOI-11188249.0,1.74,2.75505467,3.426,TESS
TOI-4677282.0,77.12,1.572181216,7.219,TESS
TOI-5097470.0,1.08,1.28805834,3.419,TESS
TOI-4858610.0,1.06,2.72288246,2.408,TESS
TOI-10591855.0,0.93,1.574090323,1.5796,TESS
TOI-4832175.0,0.88,0.947738312,1.206,TESS
TOI-7749773.0,1.55,13.7872627,5.747,TESS
TOI-9451706.0,1.46,14.4359459,3.414,TESS
TOI-10064256.0,1.02,5.95958637,2.899,TESS
TOI-6842807.0,1.49,16.6146221,2.706,TESS
TOI-4381282.0,0.76,0.497581917,1.46,TESS
TOI-9815053.0,1.19,5.83892993,1.1066,TESS
TOI-7609553.0,0.87,2.279523364,1.6202,TESS
TOI-10122538.0,2.21,12.2854718,2.996,TESS
TOI-9697131.0,1.75,3.09756897,4.588,TESS
TOI-5480640.0,3.21,58.0337426,5.584,TESS
TOI-5175986.0,1.52,0.868386354,1.066,TESS
TOI-9008737.0,1.18,11.8288843,3.337,TESS
TOI-9692128.0,1.46,1.480323978,1.833,TESS
TOI-10917043.0,2.11,205.385912,8.681,TESS
TOI-6521045.0,1.3,6.88707073,4.4679,TESS
TOI-8167959.0,15049.8,165.75597,8.45,TESS
TOI-4075015.0,1.07,1.11431205,2.112,TESS
TOI-6697605.0,2.27,3.42064689,1.767,TESS
TOI-6294819.0,1.36,0.675650404,1.8261,TESS
TOI-12602314.0,1.12,1.407020118,1.3766,TESS
TOI-5787131.0,2.31,24.4359956,6.254,TESS
TOI-3230753.0,1.24,17.7337356,5.558,TESS
TOI-8358012.0,1.49,10.06478627,2.86,TESS
TOI-4664046.0,0.83,1.12976597,3.096,TESS
TOI-11401755.0,3.54,16.23191704,7.461,TESS
TOI-4180401.0,2.82,15.4126766,3.402,TESS
TOI-6350476.0,1.07,1.110599919,1.3493,TESS
TOI-5272233.0,1.62,9.02436414,3.011,TESS
TOI-11456382.0,1.91,0.814280672,2.326,TESS
TOI-3130548.0,1.57,0.878855771,1.1014,TESS
TOI-9593757.0,8.91,2.49432176,2.3269,TESS
TOI-6346809.0,27.21,17.57704569,2.022,TESS
TOI-4275117.0,1.03,1.00652785,1.3175,TESS
TOI-6545051.0,1.11,1.99566293,4.514,TESS
TOI-5513866.0,1.38,0.755111225,3.164,TESS
TOI-4547603.0,1.3,1.400755743,1.0562,TESS
TOI-5688910.0,2.88,25.8730914,5.085,TESS
TOI-6345732.0,2.12,20.2642023,4.664,TESS
TOI-5716763.0,4.52,1.28132831,0.9157,TESS
TOI-8611257.0,2.17,99.2532336,7.208,TESS
TOI-3861611.0,2.12,3.84933401,2.299,TESS
TOI-12416987.0,22.19,119.0833042,2.558,TESS
TOI-8259713.0,1.54,27.8813154,6.346,TESS
TOI-10880507.0,1.26,6.4802138,3.27,TESS
TOI-11098013.0,1.77,7.50790041,5.646,TESS
TOI-5443604.0,1.72,21.3910125,3.512,TESS
TOI-12206313.0,1.84,14.3832267,8.378,TESS
TOI-9837661.0,4.04,11.12827427,2.6118,TESS
TOI-7769819.0,1.7,2.21571296,1.8211,TESS
TOI-11874577.0,1.88,34.4585495,7.434,TESS
TOI-12164564.0,1.88,3.35184041,1.9855,TESS
TOI-8190354.0,1.31,1.615758517,1.734,TESS
TOI-3425851.0,3.02,110.3783828,12.211,TESS
TOI-10397751.0,0.7,3.4462125,2.101,TESS
TOI-7815931.0,1.4,1.868564038,1.192,TESS
TOI-6679295.0,1.64,24.5752524,2.258,TESS
TOI-9642292.0,1.93,15.1408916,4.359,TESS
TOI-6356692.0,1.02,11.39169531,5.0,TESS
TOI-6026737.0,1.04,10.1747037,5.179,TESS
TOI-4991208.0,0.67,2.44358543,1.852,TESS
TOI-8243283.0,1.21,1.7592691,2.381,TESS
TOI-9092504.0,1.52,0.962864171,1.6802,TESS
TOI-5383248.0,2.76,16.23847733,3.9699,TESS
TOI-10001368.0,1.78,4.76831033,3.2363,TESS
TOI-9466429.0,2.31,44.616751,7.831,TESS
TOI-4365442.0,1.84,1.714410345,3.336,TESS
TOI-8885643.0,1.34,3.40165617,1.9617,TESS
TOI-5652893.0,0.98,14.00948631,3.399,TESS
TOI-3241557.0,0.69,1.703359172,1.914,TESS
TOI-3957082.0,3.99,3.77881664,5.819,TESS
TOI-8681833.0,1.15,1.311558909,1.919,TESS
TOI-4138951.0,0.89,1.291233083,1.855,TESS
TOI-3102384.0,2.07,10.573751447,1.7259,TESS
TOI-10471515.0,0.7,3.7847507,2.924,TESS
TOI-4935172.0,0.93,2.17291055,2.139,TESS
TOI-8760040.0,1.78,18.2206024,5.109,TESS
TOI-10098844.0,1.61,47.4497134,10.675,TESS
TOI-9467404.0,1.48,0.929906166,1.743,TESS
TOI-5308666.0,131.4,0.784513087,1.9206,TESS
TOI-5184911.0,1.93,4.11585514,1.4858,TESS
TOI-8176564.0,1.26,6.57159435,3.1044,TESS
TOI-6587105.0,3.52,33.878639,6.194,TESS
TOI-11662184.0,1.94,27.5722144,5.256,TESS
TOI-11127479.0,0.7,2.12821621,3.146,TESS
TOI-5428668.0,2.15,0.703399912,0.823,TESS
TOI-5041569.0,2.7,2.5355023,7.189,TESS
TOI-10604521.0,1.65,0.868122253,1.5471,TESS
TOI-9899181.0,0.4,1.332560553,3.315,TESS
TOI-8884274.0,2.2,10.65275054,2.684,TESS
TOI-7767162.0,1.43,3.30040818,4.462,TESS
TOI-4861791.0,2.11,5.62950902,6.542,TESS
TOI-4385148.0,1.98,13.84301228,4.077,TESS
TOI-9838468.0,1.56,54.4099612,9.314,TESS
TOI-6781548.0,28.17,9.12209336,4.347,TESS
TOI-8617363.0,2.52,19.94752741,1.756,TESS
TOI-7673192.0,1.51,6.12479773,3.466,TESS
TOI-11807274.0,1.68,7.81285862,4.098,TESS
TOI-7670943.0,1.83,18.01164974,6.7367,TESS
TOI-6697756.0,0.6,0.916142298,1.1555,TESS
TOI-5649833.0,1.24,0.597933473,1.918,TESS
TOI-10518399.0,1.24,2.69636494,3.892,TESS
TOI-5905822.0,1.06,6.99205021,5.037,TESS
TOI-10793172.0,1.39,12.0999065,3.558,TESS
TOI-7136729.0,0.91,3.17319407,2.512,TESS
TOI-6364276.0,0.91,5.24368302,10.873,TESS
TOI-4367854.0,1.37,5.1952021,2.1552,TESS
TOI-5108946.0,1.3,0.591280187,1.1656,TESS
TOI-8801316.0,1.36,3.93766786,4.655,TESS
TOI-10597693.0,1.89,31.6084371,3.675,TESS
TOI-7466270.0,2.04,16.1558656,3.798,TESS
TOI-10876237.0,1.6,1.465943491,1.513,TESS
TOI-12314973.0,6.08,28.45489091,8.1593,TESS
TOI-3346154.0,2.58,1.952711161,0.872,TESS
TOI-5308387.0,29.28,0.620739667,2.477,TESS
TOI-6233573.0,51.02,0.587470828,2.4382,TESS
TOI-10363281.0,2.29,0.934924739,2.052,TESS
TOI-4861527.0,1.75,25.7054557,6.059,TESS
TOI-5775129.0,1.72,3.84822189,2.013,TESS
TOI-9898447.0,0.53,2.37752442,2.307,TESS
TOI-5307568.0,1.01,2.62838097,3.193,TESS
TOI-11135308.0,0.78,1.877878538,2.39,TESS
TOI-2985587.0,2.34,3.375716723,1.5436,TESS
TOI-8077137.0,1.42,15.0896415,4.3349,TESS
TOI-7019524.0,1.08,5.30873978,3.018,TESS
TOI-5106313.0,1.13,3.89524296,1.689,TESS
TOI-9825174.0,1.22,0.740926358,1.0163,TESS
TOI-5642620.0,2.72,75.8580035,5.382,TESS
TOI-8429415.0,1.45,1.352564873,3.469,TESS
TOI-5014903.0,1.89,7.72768833,2.06,TESS
TOI-5980783.0,2.31,37.3033197,7.793,TESS
TOI-8873090.0,1.99,10.16435076,6.017,TESS
TOI-8560804.0,2.41,31.9729501,9.41,TESS
TOI-12008872.0,1.96,14.8877665,4.981,TESS
TOI-8415200.0,1.31,4.52158614,3.4702,TESS
TOI-4072333.0,1.64,2.007750531,2.0715,TESS
TOI-9886361.0,1.38,7.03146295,5.922,TESS
TOI-3730335.0,1.92,0.596087893,0.7159,TESS
TOI-6528464.0,1.53,12.58229808,6.375,TESS
TOI-7428316.0,1.38,7.12684695,3.179,TESS
TOI-10275766.0,23.92,0.661749944,4.112,TESS
TOI-6370120.0,0.8,1.35477049,1.618,TESS
TOI-5209845.0,2.1,11.95401876,2.656,TESS
TOI-9652649.0,0.64,2.48883033,4.268,TESS
TOI-11100670.0,0.99,20.2340219,3.674,TESS
TOI-6129524.0,1.24,0.88184263,1.3117,TESS
TOI-5794570.0,2.17,5.448321078,2.2213,TESS
TOI-5649325.0,10.65,195.613824,23.777,TESS
TOI-9958387.0,9.91,237.787237,10.509,TESS
TOI-6779260.0,2.25,3.833087643,1.51,TESS
TOI-5953297.0,1.45,5.62006198,2.751,TESS
TOI-7659389.0,3.45,3.8259005,1.8057,TESS
TOI-9472074.0,1.33,0.558841234,0.7918,TESS
TOI-10842192.0,2.39,9.33648141,2.5449,TESS
TOI-2442448.0,2.61,76.6139446,10.22,TESS
TOI-11197853.0,14.81,0.698461304,0.7887,TESS
TOI-9665922.0,0.56,1.545388842,3.037,TESS
TOI-11283615.0,1.38,1.289590179,1.3541,TESS
TOI-7605093.0,1.35,0.634003002,0.9207,TESS
TOI-3859363.0,23.41,1.56859048,11.591,TESS
TOI-12023078.0,13.89,0.623441939,1.4053,TESS
TOI-6364162.0,25.01,5.24364571,16.984,TESS
TOI-7463685.0,1.39,8.98826122,4.96,TESS
TOI-6716021.0,29.64,110.7556272,6.819,TESS
TOI-11231334.0,96.99,4.15743922,9.572,TESS
TOI-8326342.0,23.4,14.4079035,2.524,TESS
TOI-6878240.0,6.01,135.4978256,6.769,TESS
TOI-2436378.0,54.6,8.53161917,2.9596,TESS
TOI-6614629.0,1.46,0.526615152,1.0582,TESS
TOI-6630943.0,1.04,0.690405794,1.7407,TESS
TOI-4831728.0,1.98,10.10773789,3.828,TESS
TOI-3336765.0,0.97,1.844857057,1.6557,TESS
TOI-4270565.0,2.02,18.0116764,6.006,TESS
TOI-11963206.0,1.22,3.00912491,2.228,TESS
TOI-4249611.0,3.33,79.2450351,5.382,TESS
TOI-8263545.0,1.94,4.44589508,2.3816,TESS
TOI-10068024.0,0.92,2.023126394,1.2771,TESS
TOI-9636563.0,1.36,10.63609504,3.48,TESS
TOI-6937402.0,1.27,10.3108232,5.617,TESS
TOI-5475641.0,1.77,1.069842837,5.275,TESS
TOI-2853828.0,31.06,1.077467951,2.1125,TESS
TOI-7899070.0,4.49,126.4451275,16.7151,TESS
TOI-4035667.0,6.47,2.8736467,1.682,TESS
TOI-9612825.0,1.88,2.846517614,4.228,TESS
TOI-7826659.0,3.43,211.032819,7.119,TESS
TOI-7202957.0,0.74,1.716828304,2.068,TESS
TOI-5513893.0,1.49,0.755103143,2.885,TESS
TOI-10514430.0,2.51,20.71927223,4.0388,TESS
TOI-8095441.0,1.32,11.87457664,1.9797,TESS
TOI-5881813.0,4.85,109.6469948,6.568,TESS
TOI-12456601.0,2.18,15.64588656,3.959,TESS
TOI-10341917.0,3.18,0.93375241,6.352,TESS
TOI-3241604.0,1.67,1.70336496,1.7045,TESS
TOI-9591070.0,1.18,0.764174368,2.346,TESS
TOI-8227661.0,0.23,1.85373924,1.816,TESS
TOI-7428736.0,1.21,7.06321927,2.411,TESS
TOI-5817986.0,23.09,0.584310213,2.1801,TESS
TOI-11129258.0,2.44,25.384175,3.576,TESS
TOI-10586004.0,2.4,15.79196594,7.2772,TESS
TOI-4939533.0,1.54,5.77207177,2.605,TESS
TOI-4846856.0,2.08,46.151253,5.346,TESS
TOI-5790807.0,40.73,79.99623328,6.3339,TESS
TOI-8892303.0,5.15,5.424749327,1.139,TESS
TOI-10265602.0,6.98,165.3447044,3.09,TESS
TOI-5369827.0,2.04,3.606940379,1.0418,TESS
TOI-5302643.0,45.24,69.2002312,5.679,TESS
TOI-6586746.0,1.55,6.26404774,2.39,TESS
TOI-9962455.0,2.61,23.1985852,9.821,TESS
TOI-8687088.0,1.1,0.905037231,1.4351,TESS
TOI-6436029.0,2.92,59.4969009,5.404,TESS
TOI-6197215.0,1.77,10.61345333,0.9829,TESS
TOI-9244508.0,5.92,40.5289885,10.604,TESS
TOI-9692557.0,1.88,0.571940563,0.9031,TESS
TOI-9366886.0,0.81,0.633514386,1.2792,TESS
TOI-3657176.0,1.84,17.4166143,2.445,TESS
TOI-3969687.0,2.23,16.3583482,9.858,TESS
TOI-9369366.0,3.33,36.0054414,3.262,TESS
TOI-6716545.0,1.33,13.9093544,6.765,TESS
TOI-4552729.0,3.05,97.4463194,6.765,TESS
TOI-2989706.0,2.45,1.257689465,0.8399,TESS
TOI-5185897.0,1.0,4.081411554,2.3239,TESS
TOI-3663173.0,11.12,174.636181,15.679,TESS
TOI-9881077.0,2.47,24.4004378,2.987,TESS
TOI-3097346.0,1.77,4.029810359,3.3316,TESS
TOI-5717567.0,0.87,1.287622419,0.821,TESS
TOI-6265792.0,1.05,0.935115863,1.6172,TESS
TOI-9995402.0,0.89,3.57551429,2.364,TESS
TOI-9109857.0,1.48,1.791877025,1.166,TESS
TOI-5609593.0,2.35,136.205112,5.568,TESS
TOI-5436338.0,1.37,6.30922043,1.3251,TESS
TOI-11414465.0,1.22,2.94194296,2.056,TESS
TOI-2708885.0,1.39,1.146934644,1.7247,TESS
TOI-6612284.0,1.48,1.245353252,2.152,TESS
TOI-4483138.0,1.8,15.3626052,3.736,TESS
TOI-9475552.0,1.7,0.843379985,1.4474,TESS
TOI-5196864.0,20.23,2.50343279,1.534,TESS
TOI-11071200.0,9.1,96.4562198,11.195,TESS
TOI-10905911.0,0.74,1.34155642,1.6462,TESS
TOI-3545135.0,0.8,8.48299282,2.505,TESS
TOI-6964929.0,1.11,0.665025941,1.7542,TESS
TOI-6432345.0,2.56,234.635652,6.965,TESS
TOI-8703129.0,19.25,253.374581,22.889,TESS
TOI-11565924.0,2.88,13.32191461,6.213,TESS
TOI-6607357.0,0.92,7.69994466,4.432,TESS
TOI-6186964.0,1.27,2.164570593,1.2862,TESS
TOI-5471202.0,2.75,12.4258343,28.1171,TESS
TOI-9640439.0,1.68,0.873227249,0.7948,TESS
TOI-9693006.0,0.84,2.88878583,2.977,TESS
TOI-6837283.0,2.89,21.1181653,9.734,TESS
TOI-5613821.0,0.98,5.06092282,2.586,TESS
TOI-6627507.0,87.08,7.37453336,3.745,TESS
TOI-5128673.0,3.39,87.9724227,14.638,TESS
TOI-6690836.0,1.49,0.568874717,1.2177,TESS
TOI-8639908.0,1.12,0.910020582,1.7956,TESS
TOI-5481148.0,4.79,22.023514,1.932,TESS
TOI-11076400.0,1.01,1.07808492,0.8551,TESS
TOI-7877978.0,2.69,56.5732318,4.188,TESS
TOI-7903086.0,2.23,1.846861455,1.6605,TESS
TOI-12024120.0,1.36,3.568099612,3.2131,TESS
TOI-8210018.0,2.51,132.9955503,7.436,TESS
TOI-3642289.0,2.33,6.002548291,4.1628,TESS
TOI-3662838.0,7.61,24.85466504,9.182,TESS
TOI-5966322.0,2.78,60.92818866,6.3336,TESS
TOI-6029239.0,2.14,8.512037736,2.1861,TESS
TOI-12106929.0,1.84,5.93720557,4.882,TESS
TOI-12107021.0,1.47,5.93719982,3.95,TESS
TOI-8248939.0,24.87,1.63345402,3.817,TESS
TOI-12404954.0,1.41,3.247548814,2.5146,TESS
TOI-1571511.0,14.93,14.022451457,8.08619,TESS
TOI-2438070.0,38.29,2.442945167,4.0145,TESS
TOI-3747262.0,1.65,1.312459403,1.459,TESS
TOI-10190075.0,1.47,11.1916199,2.1,TESS
TOI-9070666.0,1.12,2.99792926,4.398,TESS
TOI-3642335.0,1.39,60.8660974,4.397,TESS
TOI-3328052.0,1.66,2.11547854,3.665,TESS
TOI-10749059.0,3.0,174.731515,8.257,TESS
TOI-9119568.0,0.68,5.54867998,4.665,TESS
TOI-9020114.0,1.16,3.48412874,1.422,TESS
TOI-6196457.0,3.63,13.74883059,6.0968,TESS
TOI-7668416.0,0.88,0.858546796,1.1,TESS
TOI-6063220.0,1.51,4.603575293,2.3499,TESS
TOI-6071903.0,2.14,24.30784323,2.6054,TESS
TOI-6289257.0,1.78,19.67409703,3.7535,TESS
TOI-10905239.0,5.64,3.487688776,3.83661,TESS
TOI-11623629.0,2.16,81.737872,6.6923,TESS
TOI-3545478.0,23.23,75.1122132,4.9458,TESS
TOI-4815520.0,4.52,31.578651216,2.12791,TESS
TOI-6603043.0,18.6,110.32167272,13.3624,TESS
TOI-7175184.0,1.59,5.88527364,1.9531,TESS
TOI-7109851.0,1.69,1.086486129,0.8383,TESS
TOI-11565544.0,19.39,3.76562031,1.288,TESS
TOI-7347246.0,3.11,86.1160885,6.058,TESS
TOI-11403530.0,0.9,3.61460332,3.227,TESS
TOI-5088536.0,1.02,8.45744892,3.2893,TESS
TOI-12072872.0,0.67,2.46288834,1.724,TESS
TOI-6609270.0,1.05,3.82223397,1.924,TESS
TOI-12406807.0,1.62,17.067644,6.026,TESS
